Õhutemperatuur (°C),Suhteline õhuniiskus (%),Õhurõhk merepinnal (hPa),Õhurõhu muutus (hPa),Tuul suund (°),Tuul kiirus (m/s),Tuul max kiirus (m/s),Pilvisus (palli),Hetkeilm (sensor),Hetkeilm (vaatleja),Sademed (mm),Nähtavus (km),date,hour
-9.4,88.0,1032.9,2.2,46.0,1.3,3.6,7.0,nähtusteta,nähtusteta,0.0,35.0,10.01.2022,20
-6.2,89.0,1033.8,1.9,41.0,2.1,4.0,,nähtusteta,,0.0,35.0,10.01.2022,21
-6.5,87.0,1034.3,1.7,102.0,1.5,3.5,,nähtusteta,,0.0,35.0,10.01.2022,22
-8.0,92.0,1034.8,1.9,157.0,1.5,2.3,3.0,nähtusteta,nähtusteta,0.0,27.7,10.01.2022,23
-9.7,92.0,1035.5,1.7,214.0,1.0,2.2,,nähtusteta,,0.0,27.3,11.01.2022,0
-13.5,89.0,1035.9,1.6,233.0,1.1,1.4,,nähtusteta,,0.0,33.1,11.01.2022,1
-15.1,87.0,1036.4,1.6,229.0,1.1,1.6,4.0,nähtusteta,nähtusteta,0.0,35.0,11.01.2022,2
-14.4,90.0,1036.6,1.1,244.0,1.5,1.9,,nähtusteta,,0.0,9.1,11.01.2022,3
-16.2,86.0,1036.6,0.7,198.0,1.2,1.9,,nähtusteta,,0.0,33.2,11.01.2022,4
-16.4,86.0,1036.7,0.3,187.0,1.3,1.7,4.0,nähtusteta,nähtusteta,0.0,35.0,11.01.2022,5
-16.7,86.0,1036.9,0.3,211.0,1.1,2.0,,nähtusteta,,0.0,23.0,11.01.2022,6
-14.2,92.0,1036.7,0.1,188.0,1.0,2.3,,nõrk hooglumi,,0.0,15.7,11.01.2022,7
-12.3,92.0,1037.0,0.3,199.0,0.9,2.7,10.0,udu,uduvine,0.0,0.88,11.01.2022,8
-13.8,92.0,1037.3,0.4,176.0,1.2,3.5,,nõrk hooglumi,,0.0,23.1,11.01.2022,9
-14.3,89.0,1037.7,1.0,182.0,0.9,3.1,,nähtusteta,,0.0,25.9,11.01.2022,10
-13.2,87.0,1038.0,1.0,193.0,0.9,2.0,1.0,nähtusteta,nähtusteta,0.0,17.3,11.01.2022,11
-12.8,88.0,1037.6,0.3,168.0,1.5,2.7,,nähtusteta,,0.0,21.3,11.01.2022,12
-12.0,88.0,1037.2,-0.5,190.0,2.1,3.3,,nähtusteta,,0.0,27.7,11.01.2022,13
-12.0,87.0,1037.1,-0.9,196.0,1.7,3.6,1.0,nähtusteta,nähtusteta,0.0,35.0,11.01.2022,14
-12.4,87.0,1037.0,-0.6,190.0,1.9,3.8,,nähtusteta,,0.0,35.0,11.01.2022,15
-13.3,87.0,1037.1,-0.1,191.0,1.8,3.8,,nähtusteta,,0.0,35.0,11.01.2022,16
-14.2,86.0,1036.8,-0.3,179.0,2.3,3.8,1.0,nähtusteta,nähtusteta,0.0,35.0,11.01.2022,17
-14.4,87.0,1036.3,-0.7,176.0,2.3,4.9,,nähtusteta,,0.0,32.6,11.01.2022,18
-14.5,86.0,1035.8,-1.3,182.0,2.6,5.1,,nähtusteta,,0.0,29.6,11.01.2022,19
-14.6,87.0,1035.2,-1.6,179.0,3.1,5.4,3.0,nõrk hooglumi,nähtusteta,0.0,23.1,11.01.2022,20
-13.7,88.0,1034.7,-1.6,184.0,2.5,5.5,,nõrk hooglumi,,0.0,35.0,11.01.2022,21
-13.4,88.0,1034.3,-1.5,184.0,2.6,4.6,,nähtusteta,,0.0,35.0,11.01.2022,22
-12.3,89.0,1034.0,-1.2,185.0,3.0,5.5,8.0,nähtusteta,nähtusteta,0.0,35.0,11.01.2022,23
-10.5,89.0,1033.2,-1.5,181.0,3.9,7.7,,nähtusteta,,0.0,33.6,12.01.2022,0
-9.2,90.0,1032.6,-1.7,175.0,3.4,6.6,,nähtusteta,,0.0,30.9,12.01.2022,1
-8.2,90.0,1032.2,-1.8,198.0,3.2,6.5,10.0,nähtusteta,nähtusteta,0.0,33.2,12.01.2022,2
-8.0,89.0,1031.8,-1.4,188.0,3.4,6.8,,nähtusteta,,0.0,35.0,12.01.2022,3
-7.4,90.0,1031.0,-1.6,196.0,4.3,7.2,,nähtusteta,,0.0,33.3,12.01.2022,4
-6.9,92.0,1030.3,-1.9,187.0,3.9,7.8,10.0,nähtusteta,nähtusteta,0.0,25.7,12.01.2022,5
-6.2,93.0,1029.4,-2.4,186.0,4.0,7.9,,nähtusteta,,0.0,24.3,12.01.2022,6
-5.5,92.0,1028.4,-2.6,195.0,4.1,8.5,,nähtusteta,,0.0,27.3,12.01.2022,7
-4.6,92.0,1028.0,-2.3,200.0,3.9,7.8,10.0,nähtusteta,nähtusteta,0.0,29.0,12.01.2022,8
-4.3,91.0,1027.3,-2.1,194.0,5.0,7.7,,lumi,,0.0,33.4,12.01.2022,9
-3.6,92.0,1026.8,-1.6,199.0,4.9,8.5,,nõrk hooglumi,,0.0,8.7,12.01.2022,10
-3.1,92.0,1025.7,-2.3,192.0,4.7,9.0,10.0,nõrk lumi,nõrk lumi,0.0,24.6,12.01.2022,11
-2.3,93.0,1024.7,-2.6,189.0,4.7,8.6,,nõrk hooglumi,,0.0,4.8,12.01.2022,12
-2.0,93.0,1023.9,-2.9,201.0,4.4,8.4,,nõrk hooglumi,,0.1,3.4,12.01.2022,13
-1.4,94.0,1022.9,-2.8,196.0,4.3,8.1,10.0,lumi,pinnatuisk,0.0,16.8,12.01.2022,14
-0.9,96.0,1022.0,-2.7,203.0,4.0,8.0,,nõrk hooglumi,,0.1,12.0,12.01.2022,15
-0.2,97.0,1021.1,-2.8,206.0,3.5,6.6,,nõrk lumi,,0.1,4.2,12.01.2022,16
0.4,96.0,1019.6,-3.3,210.0,4.0,7.3,10.0,nõrk hoogvihm,hoogvihm,0.1,14.4,12.01.2022,17
0.6,96.0,1018.9,-3.1,219.0,4.3,8.0,,nähtusteta,,0.0,12.6,12.01.2022,18
0.9,95.0,1017.9,-3.2,216.0,3.8,7.4,,nähtusteta,,0.0,21.7,12.01.2022,19
1.1,93.0,1017.4,-2.2,222.0,4.4,7.9,10.0,nähtusteta,nähtusteta,0.0,12.2,12.01.2022,20
1.1,96.0,1015.8,-3.1,218.0,4.5,8.5,,uduvine,,0.0,8.4,12.01.2022,21
1.2,96.0,1014.4,-3.5,220.0,4.4,9.0,,uduvine,,0.0,10.3,12.01.2022,22
1.4,97.0,1013.6,-3.8,222.0,4.7,9.2,10.0,nähtusteta,nähtusteta,0.0,11.1,12.01.2022,23
1.8,96.0,1012.3,-3.5,233.0,6.1,10.4,,uduvine,,0.0,6.2,13.01.2022,0
2.0,97.0,1010.5,-3.9,226.0,5.6,9.8,,nähtusteta,,0.0,12.0,13.01.2022,1
2.1,98.0,1009.3,-4.3,229.0,5.4,10.5,10.0,uduvine,uduvine,0.0,3.6,13.01.2022,2
2.3,99.0,1008.2,-4.1,231.0,5.3,9.0,,uduvine,,0.0,7.5,13.01.2022,3
3.6,94.0,1007.0,-3.5,241.0,6.4,10.4,,nähtusteta,,0.0,31.5,13.01.2022,4
3.7,93.0,1005.9,-3.4,242.0,6.4,10.8,10.0,nähtusteta,nähtusteta,0.0,34.1,13.01.2022,5
4.0,92.0,1004.5,-3.7,236.0,6.7,11.4,,nähtusteta,,0.0,35.0,13.01.2022,6
3.8,91.0,1004.3,-2.7,250.0,6.7,12.6,,nähtusteta,,0.0,35.0,13.01.2022,7
3.8,90.0,1003.9,-2.0,253.0,7.0,11.0,5.0,nähtusteta,nähtusteta,0.0,35.0,13.01.2022,8
3.8,88.0,1003.6,-0.9,252.0,6.5,11.1,,nähtusteta,,0.0,35.0,13.01.2022,9
5.0,83.0,1003.4,-0.9,264.0,6.6,13.0,,nähtusteta,,0.0,35.0,13.01.2022,10
4.7,83.0,1003.0,-0.9,266.0,6.0,10.9,5.0,nähtusteta,nähtusteta,0.0,35.0,13.01.2022,11
5.1,79.0,1002.8,-0.8,281.0,6.1,12.0,,nähtusteta,,0.0,35.0,13.01.2022,12
5.1,80.0,1002.3,-1.1,279.0,5.0,11.8,,nähtusteta,,0.0,35.0,13.01.2022,13
4.9,81.0,1002.0,-1.0,277.0,4.0,10.2,3.0,nähtusteta,nähtusteta,0.0,35.0,13.01.2022,14
4.8,81.0,1000.9,-1.9,263.0,5.9,11.0,,nähtusteta,,0.0,35.0,13.01.2022,15
4.9,80.0,1000.2,-2.1,265.0,6.3,12.8,,nähtusteta,,0.0,35.0,13.01.2022,16
4.9,79.0,999.5,-2.5,266.0,6.7,12.4,8.0,nähtusteta,nähtusteta,0.0,35.0,13.01.2022,17
4.7,80.0,999.0,-1.9,269.0,5.4,10.5,,nähtusteta,,0.0,35.0,13.01.2022,18
4.3,81.0,999.1,-1.1,270.0,4.8,10.2,,nähtusteta,,0.0,35.0,13.01.2022,19
4.4,81.0,998.7,-0.8,260.0,5.3,9.5,8.0,nähtusteta,nähtusteta,0.0,35.0,13.01.2022,20
4.2,81.0,998.1,-0.9,259.0,4.5,8.4,,nähtusteta,,0.0,35.0,13.01.2022,21
4.2,82.0,996.7,-2.4,254.0,5.8,8.5,,nähtusteta,,0.0,35.0,13.01.2022,22
4.0,83.0,995.7,-3.0,256.0,5.9,10.5,7.0,nähtusteta,nähtusteta,0.0,35.0,13.01.2022,23
4.1,82.0,994.9,-3.2,263.0,6.3,11.4,,nähtusteta,,0.0,35.0,14.01.2022,0
4.6,78.0,994.4,-2.3,270.0,6.0,12.6,,nähtusteta,,0.0,35.0,14.01.2022,1
5.0,71.0,993.1,-2.6,278.0,5.8,11.1,8.0,nähtusteta,nähtusteta,0.0,35.0,14.01.2022,2
4.2,80.0,992.2,-2.7,274.0,4.6,11.3,,nähtusteta,,0.0,35.0,14.01.2022,3
3.9,83.0,991.2,-3.2,278.0,5.3,10.8,,nähtusteta,,0.0,35.0,14.01.2022,4
3.4,85.0,989.9,-3.2,279.0,4.8,12.8,9.0,nähtusteta,nähtusteta,0.0,35.0,14.01.2022,5
2.3,87.0,989.3,-2.9,300.0,5.3,11.3,,nõrk hoogvihm,,0.1,35.0,14.01.2022,6
2.3,83.0,988.5,-2.7,275.0,4.8,9.8,,vihm,,0.0,35.0,14.01.2022,7
2.1,81.0,988.4,-1.5,282.0,5.1,12.1,9.0,nähtusteta,nähtusteta,0.0,35.0,14.01.2022,8
2.3,78.0,989.2,-0.1,303.0,6.5,13.2,,nähtusteta,,0.0,35.0,14.01.2022,9
2.0,68.0,989.8,1.3,305.0,6.4,14.4,,nähtusteta,,0.0,35.0,14.01.2022,10
2.2,68.0,990.4,2.0,301.0,5.7,12.3,8.0,nähtusteta,nähtusteta,0.0,35.0,14.01.2022,11
2.2,67.0,991.0,1.8,304.0,6.2,15.5,,nähtusteta,,0.0,35.0,14.01.2022,12
1.6,76.0,991.7,1.9,297.0,6.2,13.3,,nähtusteta,,0.0,35.0,14.01.2022,13
1.2,83.0,992.1,1.7,298.0,7.1,13.8,10.0,nähtusteta,nähtusteta,0.0,35.0,14.01.2022,14
1.4,81.0,993.2,2.2,309.0,7.0,15.9,,lumi,,0.0,35.0,14.01.2022,15
2.1,70.0,994.8,3.1,311.0,6.1,15.5,,nähtusteta,,0.0,35.0,14.01.2022,16
2.1,67.0,996.2,4.1,317.0,5.5,15.2,10.0,nähtusteta,nähtusteta,0.0,35.0,14.01.2022,17
2.2,65.0,997.2,4.0,315.0,6.3,13.9,,nähtusteta,,0.0,35.0,14.01.2022,18
2.2,67.0,998.0,3.2,314.0,4.8,11.5,,nähtusteta,,0.0,35.0,14.01.2022,19
2.3,69.0,998.7,2.5,309.0,4.8,10.2,10.0,nähtusteta,nähtusteta,0.0,35.0,14.01.2022,20
2.2,71.0,999.4,2.2,304.0,4.0,11.3,,nähtusteta,,0.0,35.0,14.01.2022,21
2.7,70.0,1000.1,2.1,304.0,4.0,9.0,,nähtusteta,,0.0,35.0,14.01.2022,22
2.8,71.0,1000.5,1.8,308.0,3.7,9.9,9.0,nähtusteta,nähtusteta,0.0,35.0,14.01.2022,23
2.6,71.0,1001.3,1.9,299.0,3.9,10.3,,nähtusteta,,0.0,35.0,15.01.2022,0
2.5,71.0,1001.9,1.8,307.0,3.7,9.3,,nähtusteta,,0.0,35.0,15.01.2022,1
2.8,69.0,1002.7,2.2,311.0,4.1,9.9,10.0,nähtusteta,nähtusteta,0.0,35.0,15.01.2022,2
2.8,69.0,1003.7,2.4,316.0,3.9,10.3,,nähtusteta,,0.0,35.0,15.01.2022,3
2.7,70.0,1004.8,2.9,317.0,3.8,8.7,,nähtusteta,,0.0,35.0,15.01.2022,4
2.3,71.0,1005.7,3.0,306.0,3.3,9.1,8.0,nähtusteta,nähtusteta,0.0,35.0,15.01.2022,5
1.5,72.0,1007.0,3.3,301.0,3.4,7.7,,nähtusteta,,0.0,35.0,15.01.2022,6
1.2,71.0,1007.9,3.1,303.0,3.2,8.1,,nähtusteta,,0.0,35.0,15.01.2022,7
1.0,70.0,1009.0,3.3,304.0,3.4,8.0,0.0,nähtusteta,nähtusteta,0.0,35.0,15.01.2022,8
0.9,70.0,1009.9,2.9,309.0,3.6,7.1,,nähtusteta,,0.0,35.0,15.01.2022,9
0.9,69.0,1010.7,2.8,318.0,3.4,7.7,,nähtusteta,,0.0,35.0,15.01.2022,10
1.1,67.0,1011.5,2.5,309.0,3.6,7.9,1.0,nähtusteta,nähtusteta,0.0,35.0,15.01.2022,11
1.1,67.0,1011.8,1.9,315.0,4.2,9.2,,nähtusteta,,0.0,35.0,15.01.2022,12
1.1,65.0,1012.3,1.6,313.0,4.2,9.6,,nähtusteta,,0.0,35.0,15.01.2022,13
1.0,65.0,1012.4,0.9,314.0,3.7,9.2,0.0,,nähtusteta,0.0,35.0,15.01.2022,14
0.6,63.0,1012.9,1.1,304.0,3.5,8.8,,nähtusteta,,0.0,35.0,15.01.2022,15
0.4,65.0,1013.3,1.0,303.0,3.2,8.5,,nähtusteta,,0.0,35.0,15.01.2022,16
0.3,64.0,1013.6,1.2,312.0,3.9,10.3,3.0,nähtusteta,nähtusteta,0.0,35.0,15.01.2022,17
0.0,67.0,1014.0,1.1,302.0,3.1,8.8,,nähtusteta,,0.0,35.0,15.01.2022,18
-0.1,67.0,1014.3,1.0,304.0,3.3,6.9,,nähtusteta,,0.0,35.0,15.01.2022,19
-0.2,73.0,1014.4,0.8,302.0,2.5,7.7,6.0,nähtusteta,nähtusteta,0.0,35.0,15.01.2022,20
-0.2,78.0,1013.9,-0.1,299.0,2.1,5.7,,nähtusteta,,0.0,35.0,15.01.2022,21
-0.6,83.0,1013.9,-0.4,274.0,1.4,4.4,,nähtusteta,,0.0,35.0,15.01.2022,22
-1.0,87.0,1013.8,-0.6,257.0,2.3,4.5,8.0,nähtusteta,nähtusteta,0.0,35.0,15.01.2022,23
-0.3,88.0,1013.3,-0.6,239.0,1.9,3.6,,nähtusteta,,0.0,35.0,16.01.2022,0
0.6,86.0,1013.0,-0.9,269.0,3.5,6.3,,nähtusteta,,0.0,35.0,16.01.2022,1
0.6,84.0,1012.4,-1.4,247.0,3.2,6.0,10.0,nähtusteta,nähtusteta,0.0,35.0,16.01.2022,2
0.1,87.0,1011.7,-1.6,214.0,1.9,4.4,,nähtusteta,,0.0,35.0,16.01.2022,3
-0.2,88.0,1010.5,-2.5,216.0,1.7,4.8,,nähtusteta,,0.0,35.0,16.01.2022,4
0.0,88.0,1009.0,-3.4,215.0,2.5,4.9,10.0,nähtusteta,nähtusteta,0.0,35.0,16.01.2022,5
-0.2,86.0,1008.4,-3.3,216.0,2.5,5.3,,nähtusteta,,0.0,35.0,16.01.2022,6
-0.2,89.0,1007.1,-3.4,216.0,3.3,6.9,,nähtusteta,,0.0,35.0,16.01.2022,7
-0.4,89.0,1006.3,-2.7,219.0,3.3,7.6,0.0,nähtusteta,nähtusteta,0.0,35.0,16.01.2022,8
-0.7,89.0,1005.2,-3.2,220.0,3.7,7.1,,nähtusteta,,0.0,35.0,16.01.2022,9
-0.3,89.0,1004.4,-2.7,220.0,3.7,6.6,,nähtusteta,,0.0,35.0,16.01.2022,10
0.8,87.0,1003.7,-2.6,231.0,6.5,11.1,10.0,nähtusteta,nähtusteta,0.0,33.1,16.01.2022,11
1.4,87.0,1002.1,-3.1,223.0,4.8,10.7,,nähtusteta,,0.0,20.6,16.01.2022,12
1.6,93.0,1000.4,-4.0,221.0,5.3,9.2,,vihm,,0.0,35.0,16.01.2022,13
2.1,96.0,998.7,-5.0,226.0,5.9,12.3,10.0,uduvine,uduvihm,0.0,6.9,16.01.2022,14
2.3,95.0,996.9,-5.2,225.0,5.6,10.6,,nõrk vihm,,0.0,16.2,16.01.2022,15
2.2,93.0,995.5,-4.9,227.0,6.0,11.6,,nõrk vihm,,0.4,6.3,16.01.2022,16
2.0,95.0,993.8,-4.9,222.0,5.5,10.3,10.0,nõrk vihm,nõrk vihm,0.5,6.8,16.01.2022,17
2.6,94.0,992.6,-4.3,236.0,6.2,10.6,,nõrk vihm,,0.6,4.9,16.01.2022,18
2.6,94.0,991.3,-4.2,240.0,6.2,11.7,,nõrk vihm,,1.1,9.8,16.01.2022,19
2.5,95.0,990.3,-3.5,253.0,6.5,12.5,10.0,nõrk vihm,nõrk vihm,1.2,3.0,16.01.2022,20
1.7,93.0,990.2,-2.4,278.0,3.3,12.6,,nõrk vihm,,0.8,35.0,16.01.2022,21
1.1,94.0,989.2,-2.1,258.0,3.1,5.6,,nähtusteta,,0.0,35.0,16.01.2022,22
0.8,93.0,988.8,-1.5,237.0,4.2,6.7,8.0,nähtusteta,nähtusteta,0.0,35.0,16.01.2022,23
0.9,91.0,987.6,-2.6,225.0,3.5,6.8,,nähtusteta,,0.0,35.0,17.01.2022,0
1.1,91.0,986.0,-3.2,222.0,3.2,8.1,,nähtusteta,,0.0,35.0,17.01.2022,1
0.7,94.0,983.9,-4.9,203.0,3.1,5.6,10.0,lumi,nähtusteta,0.0,35.0,17.01.2022,2
0.7,95.0,981.6,-6.0,177.0,3.1,6.3,,nähtusteta,,0.0,35.0,17.01.2022,3
1.1,96.0,979.1,-6.9,188.0,3.8,7.5,,nõrk vihm,,0.0,22.0,17.01.2022,4
0.3,98.0,977.7,-6.2,261.0,3.8,8.6,10.0,nõrk hooglumi,mõõdukas või tugev hoogvihm lumega,0.9,2.2,17.01.2022,5
0.3,98.0,976.5,-5.1,245.0,3.0,6.4,,nõrk lumi,,0.6,35.0,17.01.2022,6
0.4,89.0,976.1,-3.0,261.0,2.9,6.5,,sademed,,0.0,35.0,17.01.2022,7
-0.2,99.0,975.9,-1.8,289.0,0.6,6.8,9.0,nõrk hooglumi,nõrk hooglumi,0.1,20.3,17.01.2022,8
0.2,94.0,978.0,1.5,333.0,2.9,5.4,,nõrk hoogvihm,,0.0,35.0,17.01.2022,9
0.0,100.0,979.1,3.0,332.0,4.6,9.9,,mõõdukas lumi,,1.0,0.59,17.01.2022,10
-0.6,99.0,983.6,7.7,14.0,8.2,19.4,10.0,nõrk lumi,nõrk hooglumi,0.8,12.0,17.01.2022,11
-1.3,88.0,987.7,9.7,8.0,7.0,19.0,,,,0.0,6.3,17.01.2022,12
-1.3,82.0,991.3,12.2,12.0,6.6,15.1,,nõrk hooglumi,,0.0,28.9,17.01.2022,13
-1.3,77.0,993.9,10.3,356.0,6.1,12.1,8.0,nähtusteta,pinnatuisk,0.0,35.0,17.01.2022,14
-1.3,68.0,997.1,9.4,355.0,5.5,13.5,,nähtusteta,,0.0,35.0,17.01.2022,15
-1.5,58.0,999.7,8.4,345.0,5.0,12.1,,nõrk hooglumi,,0.0,35.0,17.01.2022,16
-1.6,61.0,1001.3,7.4,343.0,6.0,12.7,0.0,nähtusteta,pinnatuisk,0.0,35.0,17.01.2022,17
-1.3,58.0,1002.4,5.3,337.0,5.5,13.6,,nähtusteta,,0.0,35.0,17.01.2022,18
-1.1,59.0,1004.0,4.3,328.0,6.1,14.4,,nähtusteta,,0.0,35.0,17.01.2022,19
-1.1,60.0,1005.2,3.9,322.0,6.1,15.0,0.0,nähtusteta,pinnatuisk,0.0,35.0,17.01.2022,20
-0.5,65.0,1005.6,3.2,323.0,5.8,12.8,,nähtusteta,,0.0,35.0,17.01.2022,21
-0.7,72.0,1007.1,3.1,323.0,5.7,13.5,,nähtusteta,,0.0,35.0,17.01.2022,22
-1.0,66.0,1008.5,3.3,335.0,5.1,12.1,0.0,nähtusteta,pinnatuisk,0.0,35.0,17.01.2022,23
-1.3,67.0,1010.1,4.5,334.0,4.4,10.9,,nähtusteta,,0.0,35.0,18.01.2022,0
-1.5,67.0,1011.8,4.7,335.0,5.1,11.0,,nähtusteta,,0.0,35.0,18.01.2022,1
-1.6,65.0,1012.6,4.1,341.0,4.0,11.4,0.0,nähtusteta,pinnatuisk,0.0,35.0,18.01.2022,2
-1.9,68.0,1014.3,4.2,330.0,3.9,9.9,,nähtusteta,,0.0,35.0,18.01.2022,3
-2.0,69.0,1015.2,3.4,339.0,3.6,8.1,,nähtusteta,,0.0,35.0,18.01.2022,4
-2.2,69.0,1016.1,3.5,335.0,3.6,8.9,0.0,nähtusteta,pinnatuisk,0.0,35.0,18.01.2022,5
-2.4,72.0,1016.8,2.5,336.0,4.1,8.6,,nähtusteta,,0.0,35.0,18.01.2022,6
-2.5,70.0,1018.0,2.8,326.0,3.8,7.9,,nähtusteta,,0.0,35.0,18.01.2022,7
-2.6,72.0,1018.8,2.7,328.0,3.2,7.7,3.0,nähtusteta,pinnatuisk,0.0,35.0,18.01.2022,8
-2.7,75.0,1019.4,2.6,328.0,2.5,6.5,,nähtusteta,,0.0,35.0,18.01.2022,9
-2.3,74.0,1020.1,2.1,311.0,2.9,6.5,,nähtusteta,,0.0,35.0,18.01.2022,10
-2.5,76.0,1020.7,1.9,282.0,1.3,5.7,9.0,nähtusteta,nähtusteta,0.0,35.0,18.01.2022,11
-2.3,77.0,1021.3,1.9,273.0,1.3,3.3,,nähtusteta,,0.0,35.0,18.01.2022,12
-2.1,75.0,1021.3,1.2,230.0,1.2,2.4,,nähtusteta,,0.0,35.0,18.01.2022,13
-1.5,74.0,1021.2,0.5,236.0,1.5,2.6,9.0,nähtusteta,nähtusteta,0.0,35.0,18.01.2022,14
-1.9,76.0,1020.8,-0.5,193.0,1.4,2.4,,nähtusteta,,0.0,35.0,18.01.2022,15
-2.0,79.0,1019.8,-1.5,196.0,2.7,4.1,,nähtusteta,,0.0,35.0,18.01.2022,16
-1.9,82.0,1019.3,-1.9,213.0,2.2,5.2,10.0,nähtusteta,nähtusteta,0.0,35.0,18.01.2022,17
-0.9,82.0,1018.9,-1.9,222.0,3.5,6.3,,nähtusteta,,0.0,35.0,18.01.2022,18
-0.3,80.0,1017.7,-2.1,224.0,3.9,6.9,,nähtusteta,,0.0,35.0,18.01.2022,19
-0.5,83.0,1016.1,-3.2,222.0,3.7,8.1,9.0,nähtusteta,nähtusteta,0.0,35.0,18.01.2022,20
0.6,82.0,1015.7,-3.2,228.0,4.5,8.7,,nähtusteta,,0.0,35.0,18.01.2022,21
0.8,84.0,1015.0,-2.7,235.0,5.0,8.4,,nähtusteta,,0.0,35.0,18.01.2022,22
1.2,85.0,1014.2,-1.9,231.0,4.3,8.9,9.0,vihm,hoogvihm,0.0,35.0,18.01.2022,23
1.5,86.0,1013.3,-2.4,237.0,4.7,8.1,,nähtusteta,,0.0,35.0,19.01.2022,0
1.6,89.0,1013.2,-1.8,248.0,3.9,8.0,,nähtusteta,,0.0,35.0,19.01.2022,1
0.8,89.0,1012.9,-1.3,244.0,3.1,6.7,3.0,nähtusteta,nähtusteta,0.0,35.0,19.01.2022,2
0.3,93.0,1012.2,-1.1,224.0,2.8,5.3,,nähtusteta,,0.0,35.0,19.01.2022,3
0.3,94.0,1011.4,-1.8,230.0,4.2,6.3,,nähtusteta,,0.0,35.0,19.01.2022,4
0.4,96.0,1010.3,-2.6,226.0,3.5,6.6,7.0,nähtusteta,nähtusteta,0.0,33.3,19.01.2022,5
0.8,96.0,1009.5,-2.7,233.0,4.4,7.6,,nähtusteta,,0.0,33.7,19.01.2022,6
0.9,97.0,1008.1,-3.3,228.0,3.9,7.6,,nähtusteta,,0.0,16.6,19.01.2022,7
0.9,98.0,1007.4,-2.9,218.0,3.6,7.3,10.0,nähtusteta,uduvine,0.0,16.9,19.01.2022,8
1.3,97.0,1006.4,-3.1,219.0,3.9,8.4,,nähtusteta,,0.0,24.5,19.01.2022,9
1.7,97.0,1005.5,-2.6,218.0,3.9,7.2,,nähtusteta,,0.0,21.9,19.01.2022,10
2.2,96.0,1004.0,-3.4,212.0,4.1,8.8,10.0,nähtusteta,nähtusteta,0.0,20.8,19.01.2022,11
2.9,91.0,1002.8,-3.6,211.0,4.5,9.5,,nähtusteta,,0.0,30.0,19.01.2022,12
3.3,85.0,1001.4,-4.1,220.0,6.5,10.6,,nähtusteta,,0.0,35.0,19.01.2022,13
3.4,82.0,1000.8,-3.2,229.0,6.3,10.9,8.0,nähtusteta,nähtusteta,0.0,35.0,19.01.2022,14
3.7,81.0,1000.3,-2.5,228.0,6.0,9.7,,nähtusteta,,0.0,35.0,19.01.2022,15
3.7,82.0,998.8,-2.6,221.0,5.0,9.9,,nähtusteta,,0.0,35.0,19.01.2022,16
3.5,84.0,997.9,-2.9,223.0,4.8,8.9,10.0,nähtusteta,nähtusteta,0.0,35.0,19.01.2022,17
3.3,86.0,997.2,-3.1,219.0,3.8,8.4,,nähtusteta,,0.0,16.5,19.01.2022,18
3.2,87.0,996.2,-2.6,227.0,5.6,9.7,,nähtusteta,,0.0,28.5,19.01.2022,19
3.2,89.0,995.4,-2.5,227.0,5.5,12.0,10.0,nähtusteta,nähtusteta,0.0,18.2,19.01.2022,20
3.2,88.0,994.7,-2.5,220.0,4.0,10.4,,nõrk vihm,,0.0,16.0,19.01.2022,21
2.5,92.0,993.2,-3.0,214.0,4.4,9.2,,nõrk hoogvihm,,0.2,10.5,19.01.2022,22
2.1,94.0,992.0,-3.4,206.0,4.6,8.4,10.0,nõrk vihm,nõrk hoogvihm,0.6,7.6,19.01.2022,23
2.1,94.0,991.0,-3.7,202.0,4.9,8.7,,uduvihm,,0.0,16.0,20.01.2022,0
2.1,95.0,989.2,-4.0,201.0,5.8,10.0,,uduvihm,,0.1,10.0,20.01.2022,1
2.1,95.0,988.3,-3.7,205.0,5.4,10.5,10.0,sademed,uduvine,0.0,7.7,20.01.2022,2
2.0,93.0,986.8,-4.2,200.0,5.7,11.1,,nõrk hoogvihm,,0.1,10.3,20.01.2022,3
1.0,96.0,985.7,-3.5,184.0,4.4,9.9,,nõrk vihm koos lumega,,0.8,7.2,20.01.2022,4
1.1,95.0,984.3,-4.0,183.0,4.5,8.9,10.0,nõrk vihm,nõrk hoogvihm,0.2,12.2,20.01.2022,5
0.8,96.0,982.9,-3.9,176.0,4.9,9.7,,nõrk lumi,,0.6,3.3,20.01.2022,6
1.6,94.0,982.1,-3.6,186.0,5.2,8.9,,vihm,,0.1,26.6,20.01.2022,7
1.0,95.0,981.3,-3.0,176.0,4.8,8.6,10.0,nõrk vihm,nõrk hoogvihm,0.1,8.4,20.01.2022,8
0.8,95.0,981.0,-1.9,176.0,4.8,9.2,,nõrk vihm koos lumega,,0.5,6.7,20.01.2022,9
1.2,94.0,980.7,-1.4,161.0,4.2,8.6,,vihm,,0.0,13.1,20.01.2022,10
1.3,92.0,980.4,-0.9,153.0,3.7,5.7,10.0,vihm,nähtusteta,0.0,25.7,20.01.2022,11
1.2,94.0,980.1,-0.9,142.0,2.2,5.6,,vihm,,0.0,23.8,20.01.2022,12
1.3,92.0,980.0,-0.7,130.0,2.6,4.9,,nähtusteta,,0.0,30.7,20.01.2022,13
