coordinates,distance_m,duration_s,status
"('59.44288, 24.87581', '59.44146, 24.88034')",492,54,OK
"('59.41278, 24.75255', '59.41486, 24.75517')",273,34,OK
"('59.44275, 24.70435', '59.43985, 24.70941')",499,69,OK
"('59.38004, 24.66834', '59.37539, 24.67281')",578,57,OK
"('59.39663, 24.70986', '59.39189, 24.70847')",540,58,OK
"('59.43693, 24.62726', '59.43337, 24.6309')",453,34,OK
"('59.41763, 24.75888', '59.41665, 24.75316')",346,31,OK
"('59.48069, 24.94412', '59.48142, 24.93275')",717,60,OK
"('59.42174, 24.72466', '59.42428, 24.72465')",330,43,OK
"('59.39804, 24.67523', '59.39705, 24.66805')",435,43,OK
"('59.43711, 24.75862', '59.43711, 24.76158')",167,27,OK
"('59.44705, 24.59121', '59.44881, 24.59042')",214,22,OK
"('59.41275, 24.63655', '59.41281, 24.63785')",518,67,OK
"('59.45005, 24.71431', '59.45221, 24.7185')",442,60,OK
"('59.43683, 24.82854', '59.43951, 24.83268')",576,47,OK
"('59.43435, 24.76788', '59.43531, 24.75867')",705,175,OK
"('59.38869, 24.70372', '59.38654, 24.69237')",687,57,OK
"('59.4637, 24.70162', '59.46497, 24.69958')",243,51,OK
"('59.35072, 24.62794', '59.35603, 24.63109')",618,55,OK
"('59.43199, 24.814', '59.43232, 24.81973')",326,34,OK
"('59.3993, 24.60462', '59.40267, 24.61327')",760,82,OK
"('59.42428, 24.72465', '59.42747, 24.72195')",492,85,OK
"('59.35137, 24.62143', '59.35164, 24.61323')",469,45,OK
"('59.42793, 24.7654', '59.4288, 24.75253')",798,111,OK
"('59.41449, 24.76057', '59.42074, 24.77166')",955,48,OK
"('59.46121, 24.66793', '59.45953, 24.67216')",304,38,OK
"('59.42822, 24.67334', '59.42643, 24.65805')",889,56,OK
"('59.40452, 24.634', '59.40497, 24.63896')",318,36,OK
"('59.45466, 24.68277', '59.45466, 24.68976')",423,46,OK
"('59.37539, 24.67281', '59.376, 24.67868')",377,51,OK
"('59.45486, 24.86933', '59.45474, 24.87934')",569,49,OK
"('59.44157, 24.7136', '59.44573, 24.71091')",491,48,OK
"('59.44097, 24.78642', '59.43839, 24.77034')",2167,302,OK
"('59.38654, 24.69237', '59.38878, 24.6833')",625,108,OK
"('59.47246, 24.89889', '59.46919, 24.90281')",427,31,OK
"('59.41953, 24.79254', '59.42531, 24.78336')",830,125,OK
"('59.41814, 24.79954', '59.42074, 24.79956')",866,261,OK
"('59.43595, 24.75667', '59.43901, 24.77643')",1382,255,OK
"('59.38088, 24.70038', '59.38307, 24.70572')",388,36,OK
"('59.43495, 24.83821', '59.4357, 24.84345')",309,32,OK
"('59.40312, 24.69886', '59.40296, 24.70772')",662,90,OK
"('59.4046, 24.63762', '59.40469, 24.6342')",236,28,OK
"('59.43353, 24.76231', '59.43182, 24.76779')",1894,406,OK
"('59.45311, 24.96639', '59.4545, 24.95757')",532,55,OK
"('59.41466, 24.58343', '59.4172, 24.58638')",338,96,OK
"('59.47462, 24.83804', '59.48139, 24.84091')",772,57,OK
"('59.37028, 24.65808', '59.37367, 24.6672')",642,54,OK
"('59.43843, 24.77141', '59.43874, 24.77736')",351,55,OK
"('59.43062, 24.71818', '59.42576, 24.71795')",591,96,OK
"('59.44332, 24.75033', '59.44077, 24.7533')",1052,223,OK
"('59.41542, 24.65624', '59.41118, 24.66614')",820,104,OK
"('59.42531, 24.78336', '59.42679, 24.77312')",840,172,OK
"('59.42127, 24.69693', '59.4179, 24.69383')",414,39,OK
"('59.40885, 24.62843', '59.40767, 24.62284')",348,25,OK
"('59.42906, 24.83806', '59.43054, 24.83457')",450,117,OK
"('59.38608, 24.67751', '59.38878, 24.6833')",509,93,OK
"('59.44781, 24.89321', '59.44912, 24.89177')",285,50,OK
"('59.4284, 24.70343', '59.4254, 24.70077')",366,36,OK
"('59.40608, 24.73291', '59.40968, 24.73665')",454,40,OK
"('59.43202, 24.74585', '59.4346, 24.75235')",519,93,OK
"('59.40312, 24.69886', '59.40836, 24.70411')",653,80,OK
"('59.42889, 24.74334', '59.43271, 24.74588')",460,90,OK
"('59.4363, 24.75226', '59.43723, 24.75838')",375,81,OK
"('59.41576, 24.63969', '59.42043, 24.64478')",839,114,OK
"('59.41983, 24.64419', '59.41646, 24.63966')",467,46,OK
"('59.4237, 24.64863', '59.42621, 24.65889')",649,50,OK
"('59.41665, 24.75316', '59.41335, 24.74839')",518,73,OK
"('59.49417, 24.8937', '59.49042, 24.88012')",959,85,OK
"('59.42145, 24.80205', '59.42027, 24.80294')",170,39,OK
"('59.40103, 24.64833', '59.40466, 24.65491')",613,93,OK
"('59.36705, 24.75705', '59.36267, 24.76415')",632,46,OK
"('59.44055, 24.8664', '59.43945, 24.87618')",953,127,OK
"('59.44844, 24.86403', '59.44956, 24.86948')",333,38,OK
"('59.42919, 24.7295', '59.42636, 24.7214')",701,112,OK
"('59.49711, 24.82865', '59.4991, 24.83638')",643,70,OK
"('59.46985, 24.71721', '59.47168, 24.72063')",283,35,OK
"('59.39223, 24.70859', '59.39714, 24.71033')",564,79,OK
"('59.40469, 24.66874', '59.40482, 24.6769')",528,70,OK
"('59.42023, 24.74053', '59.4213, 24.73715')",225,20,OK
"('59.4346, 24.75235', '59.435, 24.75569')",276,75,OK
"('59.44205, 24.59492', '59.43934, 24.59772')",341,27,OK
"('59.44475, 24.88949', '59.44732, 24.89711')",715,64,OK
"('59.42296, 24.79297', '59.42296, 24.80311')",575,62,OK
"('59.39049, 24.6424', '59.39467, 24.64428')",472,44,OK
"('59.40029, 24.67115', '59.4054, 24.6686')",586,66,OK
"('59.35044, 24.62691', '59.35072, 24.62794')",314,53,OK
"('59.43214, 24.71359', '59.42988, 24.70637')",479,48,OK
"('59.43075, 24.75874', '59.43386, 24.75259')",1318,323,OK
"('59.42488, 24.79689', '59.42085, 24.79939')",2015,342,OK
"('59.43165, 24.62185', '59.42825, 24.62769')",509,46,OK
"('59.44344, 24.82215', '59.44029, 24.80691')",1471,151,OK
"('59.38316, 24.66216', '59.38368, 24.65381')",478,41,OK
"('59.37285, 24.6333', '59.37599, 24.63499')",362,32,OK
"('59.45219, 24.83831', '59.45072, 24.83306')",465,41,OK
"('59.41433, 24.73849', '59.41132, 24.73406')",412,59,OK
"('59.43348, 24.79785', '59.43604, 24.79871')",304,45,OK
"('59.40368, 24.6659', '59.40366, 24.65453')",965,148,OK
"('59.40249, 24.71723', '59.40361, 24.7066')",636,79,OK
"('59.40921, 24.73565', '59.40564, 24.73206')",446,37,OK
"('59.48624, 24.8822', '59.48401, 24.88451')",279,19,OK
"('59.36952, 24.63148', '59.36528, 24.62924')",488,43,OK
"('59.38332, 24.6645', '59.38438, 24.67297')",555,82,OK
"('59.43546, 24.71205', '59.43214, 24.71359')",478,62,OK
"('59.42805, 24.7919', '59.42586, 24.80173')",1704,304,OK
"('59.45615, 24.69941', '59.45993, 24.70436')",574,55,OK
"('59.45066, 24.89783', '59.45294, 24.90529')",507,43,OK
"('59.435, 24.75569', '59.43368, 24.75282')",258,79,OK
"('59.44448, 24.61315', '59.43934, 24.62418')",848,60,OK
"('59.44577, 24.74746', '59.44347, 24.75011')",396,109,OK
"('59.43648, 24.60096', '59.43978, 24.59749')",415,35,OK
"('59.43831, 24.75407', '59.44382, 24.75125')",693,97,OK
"('59.39799, 24.67658', '59.3989, 24.68361')",411,59,OK
"('59.41695, 24.84472', '59.42697, 24.83782')",1181,82,OK
"('59.43322, 24.74579', '59.42895, 24.7431')",1406,241,OK
"('59.44158, 24.77202', '59.44338, 24.78266')",643,89,OK
"('59.43642, 24.84784', '59.43863, 24.85964')",716,102,OK
"('59.43086, 24.84761', '59.42588, 24.85099')",586,59,OK
"('59.43762, 24.75321', '59.43591, 24.75726')",455,122,OK
"('59.45095, 24.72175', '59.45297, 24.71698')",351,33,OK
"('59.44503, 24.87747', '59.44316, 24.87191')",504,73,OK
"('59.42055, 24.65025', '59.41553, 24.65547')",680,63,OK
"('59.42638, 24.8072', '59.42629, 24.79754')",604,78,OK
"('59.44205, 24.78883', '59.44097, 24.78642')",1268,186,OK
"('59.43985, 24.83077', '59.43435, 24.76788')",3824,297,OK
"('59.4991, 24.83638', '59.50619, 24.82979')",1267,127,OK
"('59.37347, 24.63353', '59.36952, 24.63148')",454,38,OK
"('59.48548, 24.84177', '59.48074, 24.84042')",532,38,OK
"('59.43874, 24.77736', '59.43865, 24.78353')",349,44,OK
"('59.49684, 24.911', '59.4979, 24.90169')",725,59,OK
"('59.4339, 24.75177', '59.43323, 24.74397')",579,142,OK
"('59.42656, 24.79662', '59.42811, 24.79212')",307,52,OK
"('59.41534, 24.73233', '59.42106, 24.72964')",655,52,OK
"('59.36, 24.62988', '59.35563, 24.63056')",489,47,OK
"('59.4179, 24.69383', '59.41066, 24.687')",894,92,OK
"('59.415, 24.71874', '59.4184, 24.72177')",415,53,OK
"('59.46045, 24.92608', '59.46088, 24.90639')",1142,98,OK
"('59.45974, 24.67175', '59.46116, 24.66765')",512,73,OK
"('59.42492, 24.74769', '59.42232, 24.74239')",508,80,OK
"('59.4427, 24.76475', '59.44018, 24.75919')",627,152,OK
"('59.40088, 24.67046', '59.39487, 24.67323')",699,86,OK
"('59.36567, 24.62951', '59.37024, 24.63194')",527,46,OK
"('59.43386, 24.75259', '59.43321, 24.74426')",533,95,OK
"('59.43253, 24.78202', '59.43315, 24.77774')",250,38,OK
"('59.42919, 24.7295', '59.42576, 24.71795')",819,108,OK
"('59.44382, 24.75125', '59.44603, 24.73834')",777,85,OK
